ASN,Users (est.),CC
134204,137731,BD
210095,137476,IQ
28438,137393,MX
208365,137327,IQ
50257,137133,RU
15547,137095,CH
31117,137083,SK
30999,137059,MU
266802,137058,EC
18978,137010,JP
41329,136861,KG
134022,136589,IN
37282,136327,NG
16276,136326,DE
37623,136125,GH
134858,136066,IN
45588,136016,BD
7602,135881,VN
46618,135783,CA
35362,135686,UA
53080,135310,BR
53065,135069,BR
6407,135053,CA
262159,135023,BO
133107,134993,CN
4782,134972,TW
25820,134842,US
13335,134802,HK
44056,134774,RU
140638,134615,CN
680,134602,DE
41557,134505,MK
9997,134502,JP
140486,134489,CN
37358,134340,ZA
22423,134323,CA
139043,133954,PK
41682,133792,RU
135607,133718,PH
23750,133622,PK
34757,133551,RU
64300,133411,ID
6712,133329,UA
52075,133101,FR
45415,133017,IN
63996,132979,BD
37110,132568,MZ
20365,132399,CA
1403,132326,CA
62240,132216,GB
132768,132183,IN
57588,132082,IQ
11014,131990,AR
48966,131663,PS
52436,131569,AR
135376,131525,AF
36924,131478,CI
8339,131398,AT
55900,131211,JP
9125,130950,RS
27695,130938,CO
36999,130863,
37460,130713,CF
63949,130594,SG
45305,130575,ID
262916,130538,MX
264825,130287,EC
266445,130227,BR
56420,130210,RU
1257,129989,EE
136946,129281,IN
262378,129021,BR
43561,128977,BG
41668,128659,RU
21001,128530,UZ
42705,128498,GB
267684,128384,EC
37027,128243,UG
212046,127451,LT
263250,127384,BR
8560,127027,ES
53135,126988,BR
28541,126985,MX
15457,126938,PT
4755,126788,IN
51346,126668,TJ
29194,126584,RU
47139,126519,RU
136336,126518,IN
29190,125885,RU
54600,125675,CN
58762,125578,IN
36963,125553,BW
22368,125385,CO
58731,125334,TL
26464,125110,NL
29182,124510,RU
36149,124450,US
263763,124440,GT
43529,124373,HU
62904,124335,US
264685,124215,AR
12929,124098,NO
262354,124093,BR
766,124093,ES
28158,123887,BR
63023,123850,GB
38457,123796,IN
31286,123680,RU
60068,123351,DE
18049,123348,TW
63949,122985,CA
35104,122980,KZ
37337,122810,GQ
199524,122803,IT
60257,122744,GB
56981,122566,RU
263405,122560,BR
262503,122422,BR
327765,122412,SZ
206375,122232,TR
15516,122125,DK
34569,122060,BG
46844,121848,US
57378,121605,RU
30633,121600,US
20910,121504,LV
141383,121393,CN
16276,121138,PL
7482,121101,TW
44558,121001,TR
52444,120930,AR
21191,120928,RU
327724,120831,UG
48524,120688,RU
141461,120683,ID
42831,120219,GB
62563,120184,CA
9762,120016,KR
45499,119944,PH
3215,119649,YT
9381,119630,HK
13045,119314,DE
28652,119045,BR
131920,118923,JP
134732,118886,BD
263276,118821,BR
132045,118745,IN
58821,118718,ID
34797,118556,GE
40285,118525,US
11976,118405,US
44724,118351,RU
18182,118343,TW
138024,118262,BD
9146,117794,AT
133652,117641,IN
28032,117528,PE
9310,117106,AU
132497,116979,IN
41997,116916,AZ
262365,116908,BR
36351,116821,US
9009,116744,DK
262691,116633,BR
43533,116416,UZ
36492,116303,US
34590,116254,RU
41738,115699,GE
208294,115548,DE
12708,115267,GB
28523,115132,MX
36874,114761,ZA
203953,114667,DK
38553,114621,PH
16509,114181,GB
17964,114089,CN
28294,113669,BR
199046,113658,PS
16246,113356,CZ
31514,113327,RU
262907,113083,BR
3132,112904,PE
53066,112859,BR
8334,112760,RU
56696,112351,GB
41754,112301,RU
134937,112107,IN
262785,112032,BR
37002,111959,RE
52974,111584,BR
30922,111537,RU
58495,111487,ID
35320,111446,UA
262773,111274,BR
55824,111274,IN
21804,111208,CA
62044,111170,DE
8014,111095,BS
48945,110795,GB
262807,110412,BR
41275,110270,RU
27887,110060,DO
269853,109931,EC
25490,109768,RU
395965,109675,CA
62240,109515,DE
40676,109410,NL
8580,109396,RU
25250,109170,GM
9919,109140,TW
132215,108960,IN
58073,108923,NL
10269,108644,BZ
266673,108372,PY
43554,108118,UA
134371,108084,BD
42314,108070,PS
42689,108006,GB
5588,107967,CZ
52783,107966,BR
396982,107759,IN
43598,107584,RU
39280,107494,AZ
37427,107471,GN
137967,107428,BD
269730,107360,VE
52866,107294,BR
262375,107276,BR
136284,106958,IN
37451,106444,CG
264642,106326,AR
133647,106149,IN
46562,106008,CA
34700,106003,UA
28287,105967,BR
16247,105903,IE
31126,105701,LB
4787,105580,ID
8560,105256,GB
11259,105251,AO
31037,105070,LB
9658,104999,PH
206641,104924,IQ
56120,104911,TH
47253,104840,PS
262732,104778,BR
135697,104759,IN
23673,104651,KH
141031,104552,PK
36977,104550,UG
16509,104495,AU
29854,104460,US
57370,104384,CH
23607,104369,PK
138245,104334,IN
213155,104230,HU
18260,104066,JP
35986,103878,US
16509,103718,FR
11816,103650,AW
58893,103416,PK
39728,103259,RU
206092,103073,DE
50129,102979,ES
38901,102978,KH
15805,102861,CY
58966,102748,IN
327750,102721,ZA
37100,102411,ZA
28359,102400,BR
268581,102349,BR
37529,102337,GQ
10219,102256,MN
137959,102233,BD
55832,102078,IN
35728,101992,RU
50477,101927,RU
12737,101883,RU
9260,101704,PK
133007,101514,IN
135582,101413,PH
8053,101406,VE
174,101333,MX
136224,101325,BD
41344,101163,RU
49223,100773,UA
51659,100748,RU
18278,100743,JP
57026,100682,RU
50542,100529,RU
5056,100406,US
28160,100315,BR
8615,100136,RU
10617,100073,AR
46375,99969,US
50473,99961,RU
17534,99897,JP
263271,99885,BR
39216,99874,IQ
262740,99643,BR
28683,99628,BJ
45820,99568,IN
135371,99565,MM
55081,99502,GB
55492,99364,BD
47626,99350,RU
35191,99243,PL
31655,99179,GB
212356,99096,IQ
6703,99068,UA
136210,98559,MM
22698,98304,CO
32277,98282,CA
328286,98266,LY
8251,97944,CZ
7470,97692,TH
8437,97657,AT
28544,97547,MX
33885,97417,SE
58717,97410,BD
48176,97406,RU
135345,97292,PH
201031,97288,IQ
27932,97228,HN
41897,97186,RS
132996,97108,IN
15640,97100,RU
35908,96963,CN
262588,96714,BR
198193,96642,ES
6789,96380,RU
28658,96335,BR
49367,96224,IT
204108,96051,UA
11796,96013,US
204108,96008,RU
270716,95956,BR
57128,95790,RU
8449,95771,KG
21859,95526,HK
39001,95266,RU
266520,95215,BR
50274,95034,AZ
45429,95022,KH
138168,95016,MM
9374,94913,JP
266181,94905,BR
264637,94877,GT
45102,94746,HK
16509,94700,HK
31725,94672,UA
140607,94575,PK
49902,94555,RE
8492,94501,RU
9063,94498,DE
53075,94164,BR
268331,94130,BR
51784,94126,UA
263026,94009,BR
31246,93867,CZ
28191,93837,BR
34456,93737,RU
56665,93687,LU
41709,93428,UA
262669,93423,BR
52207,93256,RU
51819,93125,RU
53246,93113,BR
31012,92930,HR
31027,92795,DK
44252,92763,RS
3215,92461,GF
209424,92419,DK
3253,92339,RU
30083,92115,US
4785,92029,JP
6939,91997,SG
41268,91924,RU
41661,91793,RU
201746,91728,ES
47232,91386,CZ
131471,91353,PK
28235,91287,BR
267587,91252,BR
262999,91200,BR
7794,91176,CA
19711,91093,SZ
16509,91045,BR
136237,91045,CN
9389,91045,CN
31143,91013,BY
12414,91007,NL
262504,90994,BR
131464,90844,BD
25512,90801,CZ
206092,90775,JP
30844,90750,ZA
13055,90745,RU
29208,90659,CZ
39102,90657,RU
17961,90587,JP
51035,90570,RU
41727,90505,RU
24651,90390,LV
23679,90367,ID
6389,90233,US
262865,90149,BR
23563,90039,KR
28635,89908,BR
30466,89844,CA
38592,89800,BD
49889,89760,UA
7684,89741,JP
13194,89638,LV
33991,89565,RU
264738,89434,AR
53089,89426,BR
42925,89381,IL
37336,89350,BI
59497,89313,UA
27924,89292,TT
45177,89268,NZ
15344,89227,LC
8661,89208,AL
34661,88896,UA
3178,88892,IQ
49037,88823,RU
61568,88702,BR
15108,88453,US
264221,88426,BR
263903,88357,BR
46408,88314,VC
262234,88314,HN
3549,88150,AR
60372,87999,LB
56089,87956,NC
9694,87924,KR
28725,87679,CZ
31036,87644,RU
41820,87584,UA
137526,87549,BD
42038,87491,RU
13335,87466,DE
48847,87384,LB
6300,87371,US
49628,87204,GE
53813,87139,JP
135834,87095,IN
28309,87082,BR
39811,86901,RU
43139,86796,UA
51032,86748,RU
17849,86678,KR
264359,86652,BR
28533,86573,MX
3549,86450,US
28615,86359,BR
264847,86334,HN
34187,86303,UA
269974,86281,VE
174,86259,CN
133997,86253,IN
133752,86134,CN
8257,86107,SK
262262,86100,HN
269729,86002,HN
28329,85928,BR
139351,85921,PK
56568,85695,KZ
199995,85644,UA
45025,85553,UA
53019,85549,BR
50512,85525,RU
39397,85519,AZ
2588,85262,LV
9615,85259,JP
28624,85135,BR
9205,85113,UA
201986,85039,AM
35539,85023,RU
24363,84874,CN
18196,84871,IN
60068,84799,CZ
36997,84732,UG
35074,84728,NG
174,84596,NL
56209,84577,IN
42947,84546,ES
45891,84526,SB
50616,84389,AL
53508,84268,US
4811,84245,CN
131207,84116,KH
262595,83998,BR
134913,83825,IN
28260,83688,BR
34814,83628,UA
262274,83550,BR
265442,83481,BR
263792,83469,EC
174,83383,DE
263655,83361,BR
263224,83340,PE
266646,83326,BR
8749,83210,RU
35311,83119,HU
32098,83020,MX
29695,82985,DK
328341,82936,ZA
20960,82909,PL
54198,82893,CA
41046,82746,CZ
262680,82620,BR
52468,82346,CR
31898,82310,BR
198252,82255,BA
60068,82238,NL
200845,82152,ES
12494,82031,RU
37575,81971,CV
52901,81948,BR
27903,81917,SV
15673,81812,RU
141015,81810,MM
134840,81658,MM
42683,81638,RU
198820,81551,UA
8439,81550,RU
140594,81432,PK
262688,81379,BR
7672,81372,JP
268323,81258,BR
4842,81222,CN
16509,81188,KR
262567,81034,BR
58898,80866,IN
10834,80852,AR
30844,80848,TZ
8075,80839,JP
61317,80797,DE
200697,80632,IQ
52232,80550,AR
43019,80415,LB
34876,80377,AZ
31423,80356,PL
213371,80337,NL
42087,80283,RU
38628,80024,JP
12570,79866,CZ
28264,79811,BR
3215,79649,GP
38195,79594,AU
8517,79483,TR
60268,79471,PS
328088,79400,ZA
136716,79248,IN
262359,79122,BR
9770,79107,KR
8371,79104,RU
133752,79098,HK
60068,79094,FR
35141,79080,BG
59126,79052,JP
43571,78991,IS
45942,78912,IN
51825,78908,IL
28634,78726,BR
263361,78588,BR
28535,78247,MX
10838,78211,US
262462,78071,BR
8544,77942,CY
25441,77895,IE
265525,77870,MX
265705,77864,BR
38710,77792,PK
327804,77726,ZA
262342,77640,BR
134341,77637,IN
52242,77628,NI
9009,77592,SG
10075,77585,BD
57256,77583,LB
47172,77382,NL
58715,77337,BD
269822,77299,CO
41230,77288,GB
205016,77170,UA
9009,76801,CZ
208115,76760,IQ
263260,76572,BR
50544,76396,RU
28458,76318,MX
204457,76261,TR
262760,76227,BR
41403,76221,RU
262604,76175,BR
263880,76175,BR
268769,76175,BR
37187,76163,MW
51430,76161,SE
8636,76156,RU
9155,76142,KW
199524,76121,LU
174,76097,CA
39032,76086,UZ
8717,76084,BG
265705,76077,CO
265269,76003,BR
263699,75904,AR
132400,75889,PH
6752,75883,AD
48239,75851,UA
56329,75713,GB
58765,75569,IN
41039,75548,UA
264160,75538,BR
7565,75532,BD
58309,75502,UA
262932,75490,AR
11432,75486,BR
15525,75431,PT
263569,75400,BR
43451,75369,SK
51265,75341,AT
44257,75260,RU
139088,75233,PK
136607,75225,PK
49532,75217,DE
262494,75211,BR
52468,75174,EC
263751,75154,NI
28656,75142,BR
28769,74933,RU
137702,74926,CN
42668,74889,RU
263151,74883,BR
37122,74659,NG
9976,74609,KR
45622,74590,PH
49350,74583,RU
4540,74546,CA
212850,74518,IQ
36352,74457,US
267828,74393,GT
134562,74232,BD
135477,74133,ID
52872,74073,BR
38207,74016,IN
263665,73936,BR
49218,73884,RU
197023,73775,RU
262847,73729,BR
210021,73671,IQ
137785,73667,CN
24364,73667,CN
52940,73436,BR
24492,73411,KH
57016,73341,UZ
327687,73315,UG
25248,73266,CZ
13335,73144,US
134014,73133,IN
42387,73054,RU
201341,73041,GB
131921,73003,JP
131769,72966,ID
31242,72952,PL
16904,72931,US
16527,72919,US
262272,72884,BR
21107,72871,BA
134113,72867,BD
137385,72817,BD
203020,72706,FR
265594,72496,MX
61878,72488,BR
10029,72479,IN
28917,72465,RU
265591,72460,MX
41998,72427,DE
27964,72311,AR
50467,72241,PL
262316,72212,BR
52765,72161,BR
4800,72041,ID
26077,71975,US
131442,71932,IN
41676,71879,PL
136994,71787,AU
132021,71706,PH
33749,71659,US
16509,71572,IE
202422,71566,US
41786,71547,RU
135706,71507,IN
140616,71507,BD
52468,71411,HN
327769,71404,GW
62044,71358,GB
57764,71255,UZ
24033,71221,AU
45102,71122,JP
132757,71082,IN
133579,71062,NZ
138311,71049,IN
21491,71000,UG
265022,70955,BR
137085,70918,IN
47914,70849,RU
2200,70662,FR
33438,70496,US
267882,70479,AR
208473,70423,PS
52862,70403,BR
55958,70393,CN
9905,70251,ID
13576,70242,US
37122,70142,UG
132934,70117,IN
20412,70075,US
61512,69987,PY
29069,69909,RU
41822,69888,RU
49183,69855,UA
21574,69800,BR
18230,69761,BD
48078,69713,RU
17939,69711,JP
262300,69662,BR
16509,69583,CA
267708,69547,CO
41435,69537,UA
9031,69461,BE
52610,69456,BR
139195,69390,IN
55666,69356,ID
135760,69291,IN
265675,69273,CL
262488,69249,BR
44725,69223,AZ
49505,69211,RU
264552,69128,BR
51430,69006,NL
198668,68988,CZ
263717,68862,PY
39087,68861,RU
396362,68774,US
7468,68630,CN
203435,68509,PL
269820,68468,VE
59815,68446,RU
46650,68435,GD
138474,68428,BD
14840,68387,BR
43160,68166,ES
265862,68163,AR
9119,67830,SI
262145,67819,CR
21859,67777,DE
203561,67695,UA
37542,67687,ZA
49561,67657,UA
28265,67612,BR
42183,67490,LB
9622,67454,JP
35900,67425,BB
50716,67420,RU
34743,67407,UA
3226,67376,RU
23955,67364,BT
204957,67330,CH
262476,67078,BR
208859,67059,IQ
263145,66992,BR
21050,66953,KW
17682,66922,JP
140499,66908,PK
264436,66785,BR
15659,66783,NO
52686,66768,BR
9830,66766,IN
43966,66633,RU
263346,66613,BR
132622,66601,BD
9981,66552,KR
28080,66493,AR
24361,66489,CN
33438,66462,DE
18150,66451,JP
20055,66396,US
140330,66363,CN
28432,66341,MX
43574,66328,RU
134316,66251,IN
45773,66214,PK
7727,66210,HN
140900,66176,PK
139989,66140,ID
263490,66061,BR
265605,66045,MX
3744,66004,CD
44895,65913,RU
15836,65913,MD
263292,65889,BR
328510,65876,ZA
37349,65865,TZ
10000,65856,JP
265234,65803,BR
8758,65760,CH
10066,65676,KR
52995,65665,BR
28173,65648,BR
137872,65602,HK
262784,65527,BR
45361,65450,KR
396982,65429,US
135772,65417,IN
262187,65384,AR
137029,65359,BD
264567,65303,BR
138388,65153,NP
17857,65094,KR
135031,65065,IN
18747,65014,CO
16342,64898,PL
8331,64864,RU
43274,64864,RU
41329,64843,RU
262220,64795,CO
135761,64763,IN
208323,64736,AT
134053,64649,IN
199524,64637,NL
56268,64534,IN
136873,64532,ID
136288,64387,IN
29974,64356,CA
21413,64329,DE
198279,64265,AL
18136,64226,JP
137694,64222,CN
11835,64218,BR
262973,64080,BR
262726,64080,BR
17809,64008,TW
8905,63794,RU
41560,63794,RU
12097,63776,US
61591,63770,BR
4618,63730,TH
205368,63712,AM
28419,63703,MX
28398,63685,MX
23888,63643,PK
63620,63593,CN
37353,63564,ZA
208473,63500,US
265816,63475,AR
23106,63459,BR
206509,63451,GB
263689,63419,DO
28890,63401,RU
37098,63382,MW
39812,63292,RU
269036,63287,BR
31343,63246,UA
49125,63238,UA
263124,63166,BR
39529,63139,RU
35810,63074,RU
262417,63063,BR
35567,63012,BA
328286,63002,TR
43530,62942,RU
269194,62908,BR
262589,62874,BR
263047,62753,BR
50648,62745,UA
28409,62734,MX
14051,62723,US
34602,62528,RU
3215,62477,MQ
33763,62469,
8427,62462,RU
28130,62460,BR
139726,62459,CN
18200,62445,NC
266058,62357,BR
138886,62252,ID
204274,62238,DK
23473,62228,US
64018,62195,BD
262606,62133,BR
46687,62124,US
35816,62113,RU
265175,62098,BR
53913,62058,CA
135817,62025,IN
27923,61980,HN
1955,61977,HU
50025,61959,UZ
35804,61942,UA
52721,61822,BR
262461,61822,BR
17400,61805,AO
15808,61799,KE
9946,61774,KR
4817,61735,SG
39184,61730,BG
263581,61719,BR
44941,61676,RU
201884,61669,AM
135628,61658,BD
206190,61654,IQ
48437,61639,UA
28280,61598,BR
39028,61545,RU
24088,61498,VN
48327,61436,RU
28556,61424,MX
263544,61409,BR
17864,61370,KR
266904,61358,EC
58640,61354,IN
8416,61348,RU
197350,61289,PS
42580,61251,PT
134146,61122,BD
18283,61060,JP
207810,61024,AM
132637,60982,ID
9697,60959,KR
17995,60952,ID
8681,60882,JE
25668,60844,CA
8075,60823,BR
43793,60802,RU
202425,60799,GB
50643,60775,UA
53181,60582,BR
264984,60513,BR
9319,60439,KR
47702,60433,UA
45224,60428,LK
53167,60203,BR
52308,60121,AR
55081,60120,US
37084,60120,TZ
138536,60108,BD
138064,60063,ID
132771,60006,IN
201668,59989,IQ
263966,59962,BR
48400,59929,RU
131160,59838,JP
138277,59818,IN
61758,59755,BR
266623,59755,BR
19397,59750,CA
2611,59747,BE
47975,59745,AM
264397,59738,BR
14291,59729,US
262223,59708,EC
63998,59701,MM
199524,59644,FR
140045,59588,PK
264228,59583,BR
8732,59426,RU
327770,59424,ZW
131959,59336,JP
264033,59307,BR
137412,59230,BT
5009,59228,US
7562,59207,KR
15366,59203,DE
327776,59100,BW
25820,59085,JP
47794,59058,SA
262808,59048,BR
15169,59046,SG
265911,59031,BR
64043,59014,BD
269750,58986,VE
10019,58960,JP
37473,58902,SO
37564,58873,ZA
13000,58869,PL
43478,58837,RU
37004,58712,NG
8821,58706,CH
28183,58687,BR
267305,58652,BR
139202,58644,BD
139841,58635,BD
131210,58567,IN
55501,58552,PK
267470,58514,BR
51336,58403,PS
137,58356,IT
60139,58356,RU
205638,58334,RU
9316,58324,KR
47694,58269,RU
13213,58228,DE
39728,58228,UA
52477,58226,AR
262813,58221,BR
23923,58215,BD
9249,58163,VU
40995,58160,RU
5563,58160,RU
266192,58135,BR
43182,58050,RU
18371,58046,AU
48416,57985,RU
262645,57946,BR
47586,57919,RU
30404,57915,US
57227,57897,RU
263520,57894,BR
131918,57800,JP
9943,57755,KR
49824,57750,UA
137080,57732,NP
133866,57719,BD
9756,57673,KR
52971,57653,BR
40676,57618,ES
34139,57504,RU
41794,57482,RU
10003,57393,JP
269782,57378,VE
137653,57357,IN
53022,57343,BR
8632,57330,LU
52892,57325,BR
263077,57256,BR
208341,57186,IQ
52015,57177,RU
27323,57172,US
202103,57114,UA
25374,57104,BG
52968,57067,BR
34087,57056,NO
199284,57003,DE
263289,56981,BR
9378,56860,JP
17483,56834,IN
2852,56813,CZ
57016,56740,RU
140174,56736,IN
269826,56689,PE
264382,56688,BR
52468,56671,PY
39507,56648,PL
62044,56642,FR
137239,56633,PH
18390,56607,AU
203811,56597,IQ
264524,56584,BR
135356,56472,HK
262495,56464,BR
52312,56444,AR
201838,56405,GB
43720,56347,RU
20473,56324,NL
36865,56283,MZ
206406,56254,LB
7511,56202,JP
12969,56173,IS
52251,56114,AR
19331,56102,US
23752,56098,IN
20776,56089,MQ
8948,56085,IL
8560,55982,DE
21365,55954,RU
135239,55943,IN
62044,55881,IT
44094,55866,RU
18429,55862,TW
35815,55823,RU
262404,55792,BR
5588,55771,PL
28642,55740,BR
205100,55732,DE
263321,55723,BR
135019,55715,BD
35063,55711,PL
139922,55687,NP
34772,55651,MK
135780,55633,IN
62044,55620,PL
23383,55609,GT
197423,55601,RS
53118,55585,BR
26130,55556,NE
52747,55533,BR
23650,55533,CN
40676,55526,ZA
21859,55524,KR
5690,55481,CA
28142,55413,BR
133957,55358,BD
197301,55306,DK
266044,55258,BR
134702,55224,BD
137020,55211,BD
43656,55211,UA
263338,55103,BR
62240,55006,CA
266038,54965,BR
266911,54965,BR
37678,54922,BW
36180,54818,US
24353,54652,CN
47438,54578,RU
36939,54535,KM
4844,54526,CN
271795,54493,EC
131925,54478,JP
327991,54422,ZA
327720,54418,BI
262827,54413,BR
52794,54396,BR
211555,54371,DE
33763,54350,AO
52373,54275,AR
51052,54266,RS
3801,54265,US
20804,54260,PL
265393,54258,BR
42145,54250,RU
264344,54138,BR
42571,54091,BA
28667,54034,BR
46887,54000,US
31042,53969,ME
35415,53966,NL
14434,53954,VI
141303,53940,IN
26801,53919,US
327693,53905,ZA
26464,53851,IN
17222,53793,BR
29084,53736,BG
265798,53735,AR
15493,53595,RU
12897,53555,DE
174,53550,ES
135744,53524,IN
132774,53458,IN
263596,53448,BR
23791,53443,JP
43201,53420,RU
61786,53414,BR
28543,53376,MX
28305,53362,BR
31122,53356,IE
50767,53354,PL
203653,53314,IQ
269646,53276,BR
25471,53259,LB
25607,53224,NI
36928,53223,SL
9246,53183,GU
35566,53168,KZ
59365,53157,BD
28685,53149,NL
49282,53135,FI
9689,53100,KR
62352,53100,ES
21351,53095,RE
265066,53087,BR
37347,53034,NG
265855,53015,CO
265312,53000,BR
61946,53000,BR
22709,52946,US
62336,52942,DE
262848,52914,BR
53171,52863,BR
18313,52813,KR
8362,52809,FR
263765,52796,NI
56330,52787,RU
58906,52747,IN
61934,52742,BR
21859,52637,CN
34515,52622,IQ
24757,52592,ER
141216,52577,MM
137891,52541,MM
50673,52473,NL
52468,52372,SV
22616,52363,BR
52655,52311,BR
50463,52171,IL
263324,52156,BR
52726,52139,BR
52928,52139,BR
21859,52134,MY
52972,52087,BR
132559,52060,IN
138197,52051,BD
264444,52036,BR
52238,51985,EC
267242,51967,BR
30844,51900,MU
265347,51863,BR
27988,51861,AR
263500,51846,BR
52568,51829,BR
21310,51815,UA
49070,51782,RU
53143,51760,BR
262469,51691,BR
63997,51625,JP
263645,51622,BR
28169,51622,BR
263684,51594,AR
38987,51571,PL
199524,51559,DE
58659,51537,IN
59249,51445,BD
15128,51421,CA
135632,51414,PK
134572,51354,BD
263484,51329,BR
265509,51321,MX
36924,51305,CG
134886,51292,IN
4638,51244,FJ
208570,51238,IQ
27953,51229,AR
8075,51223,HK
35328,51150,SK
6700,51137,RS
27729,51130,SV
266344,51122,BR
37130,51093,ZA
263347,51053,BR
22351,51016,CF
264367,51002,BR
265068,51002,BR
328191,50997,ST
60840,50952,RU
202011,50952,RU
23951,50915,ID
263646,50898,BR
49588,50830,UA
4694,50810,JP
49136,50778,RU
208905,50767,IL
263629,50761,BR
36914,50690,KE
263033,50674,BR
53240,50674,BR
18310,50636,KR
9116,50632,IL
262729,50623,BR
328253,50610,ML
53078,50605,BR
18135,50559,JP
135025,50517,PH
135882,50355,BD
55769,50317,KH
135594,50310,PH
38026,50234,BD
40993,50210,RU
263432,50209,BR
23314,50194,US
49718,50144,RU
265039,50106,BR
41124,50103,KZ
328079,50072,CF
30873,50054,MD
263805,50050,EC
132137,50041,IN
264531,50037,BR
52932,50037,BR
34458,50036,LB
52908,50020,BR
553,50016,DE
24689,49991,RU
133243,49821,IN
7941,49820,US
18092,49807,JP
18077,49776,JP
42306,49742,CZ
55799,49739,US
42893,49707,RU
266356,49692,BR
52977,49658,BR
42673,49606,PL
57888,49599,CZ
12403,49598,RU
139034,49511,PH
9781,49507,KR
134764,49489,CN
264161,49417,BR
64074,49394,BD
264496,49365,BR
32097,49348,US
134655,49343,ID
53152,49330,BR
33387,49325,US
34525,49319,PL
56902,49308,LB
23783,49274,JP
28007,49270,VE
8075,49233,KR
13585,49180,AR
265741,49152,AR
31313,49143,RO
268121,49141,BR
27955,49124,AR
200154,49101,AZ
53202,49072,BR
49368,49030,RU
8468,48988,GB
9812,48985,CN
39568,48967,UZ
39007,48961,LT
262215,48945,CO
53230,48900,BR
61794,48831,BR
133685,48815,IN
38758,48763,ID
271773,48752,CO
53093,48727,BR
265823,48724,AR
56347,48723,UA
42334,48720,LB
